"id","title","status","type","year","semester","link","pid","image","departmentlink","department"
"iahperson_00000207","Juliane Hammer","A","faculty fellow",2016,"Spring 2016","http://religion.unc.edu/_people/full-time-faculty/hammer/",,"http://religion.sites.unc.edu/files/2014/08/hammer.jpg",,"Religious Studies"
"iahperson_00000173","Jessica Tanner","A","faculty fellow",2016,"Spring 2016","http://romancestudies.unc.edu/faculty/jessica-tanner/",,"http://romancestudies.unc.edu/files/2015/06/Tanner-Jessica-wpcf_300x300.jpg",,"Romance Studies"
"iahperson_00000310","Oswaldo Estrada","A","faculty fellow",2016,"Spring 2016","http://romancestudies.unc.edu/faculty/oswaldo-estrada/",,"http://romancestudies.unc.edu/files/2015/06/Estrada-Oswaldo1-wpcf_300x300.jpg",,"Romance Studies"
"iahperson_00000374","Stanislav Shvabrin","A","faculty fellow",2016,"Fall 2015","http://shvabrin.web.unc.edu/",,"open-iconic/png/person-8x.png",,"Germanic & Slavic Langs. & Lits."
"iahperson_00000119","Gabriela Valdivia","A","faculty fellow",2016,"Fall 2015","http://valdivia.web.unc.edu/",,"http://valdivia.web.unc.edu/files/2013/09/valdivia.jpg",,"Geography"
"iahperson_00000387","Susan Harbage Page","A","faculty fellow",2016,"Fall 2015","http://womensstudies.unc.edu/people/faculty/susan-harbage-page/",,"http://womensstudies.unc.edu/files/2015/08/Susan-Harbage-Page_Faculty-Page-2-300x225.jpg",,"Women's & Gender Studies"
"iahperson_00000271","Mark Schoenfisch","A","faculty fellow",2016,"Fall 2015","http://www.chem.unc.edu/people/faculty/schoenfisch/",,"http://imageserve.chem.unc.edu/assets/img/people/faculty/schoenfisch_mark.jpg",,"Chemistry"
"iahperson_00000334","Rebecca Walker","A","faculty fellow",2016,"Fall 2015","https://www.med.unc.edu/socialmed/people/rebecca-walker",,"https://www.med.unc.edu/socialmed/people/rebecca-walker/walker.jpg",,"Allied Health Sceinces"
"iahperson_00000104","Elliott Moreton","A","faculty fellow",2016,"Spring 2016","https://www.unc.edu/~moreton/",,"open-iconic/png/person-8x.png",,"Linguistics"
"iahperson_00000074","Dave Pier","A","faculty fellow",2017,"Spring 2017","http://aaad.unc.edu/faculty-staff/david-pier/",720151854,"http://aaad.unc.edu/files/2014/02/image_preview-12.jpeg",,"Department of African, African American, and Diaspora Studies"
"iahperson_00000103","Elizabeth Engelhardt","A","faculty fellow",2017,"Fall 2016","http://americanstudies.unc.edu/elizabeth-engelhardt/",720534504,"http://americanstudies.unc.edu/files/2015/01/engelhardt-elizabeth-2009-1024x882.jpg",,"American Studies"
"iahperson_00000072","Daniel Sherman","A","faculty fellow",2017,"Spring 2017","http://art.unc.edu/art-history/faculty/daniel-sherman/",714643746,"http://art.unc.edu/files/2013/05/ccm3_027738.jpg",,"Art"
"iahperson_00000244","Lien Truong","A","faculty fellow",2017,"Spring 2017","http://art.unc.edu/studio-art/faculty/lien-truong/",720532099,"open-iconic/png/person-8x.png","http://art.unc.edu/","Art"
"iahperson_00000176","Jina Valentine","A","faculty fellow",2017,"Fall 2016","http://art.unc.edu/studio-art/studio-art-faculty/jina-valentine/",720309091,"http://art.unc.edu/files/2016/11/jinavalentine_headshot-225x300.jpg",,"Art"
"iahperson_00000304","Morgan Pitelka","A","faculty fellow",2017,"Spring 2017","http://carolinaasiacenter.unc.edu/people/staff/morgan-pitelka/",720143309,"http://carolinaasiacenter.unc.edu/files/2015/01/Pitelka_Morgan_web-325x250-300x230.jpg","http://asianstudies.unc.edu/","Asian Studies"
"iahperson_00000059","Christian Lentz","A","faculty fellow",2017,"Fall 2016","http://cclentz.web.unc.edu/",720310973,"http://global.unc.edu/files/2015/10/SmallerChristian-Lentz-2-325x250.jpg","http://geography.unc.edu/","Geography"
"iahperson_00000166","Jennifer Gates-Foster","A","faculty fellow",2017,"Fall 2016","http://classics.unc.edu/people/faculty-2/jennifer-gates-foster/",720446921,"http://classics.unc.edu/files/2013/08/jennifer-gates-foster.jpg",,"Classics"
"iahperson_00000075","David Baker","A","faculty fellow",2017,"Fall 2016","http://englishcomplit.unc.edu/people/bakerd",714666440,"http://englishcomplit.unc.edu/sites/default/files/bakerd.jpg","http://englishcomplit.unc.edu/","English & Comparative Literature"
"iahperson_00000350","Robin Visser","A","faculty fellow",2017,"Fall 2016","http://englishcomplit.unc.edu/people/robin-visser",710878584,"http://englishcomplit.unc.edu/sites/default/files/visser.jpg","http://asianstudies.unc.edu/","English & Comparative Literature"
"iahperson_00000303","Molly Worthen","A","faculty fellow",2017,"Spring 2017","http://history.unc.edu/people/faculty/molly-worthen/",720382462,"https://history.unc.edu/files/2012/06/MWheadshot8-200x300.jpg",,"History"
"iahperson_00000164","Jeannie Loeb","A","faculty fellow",2017,"Fall 2016","http://jloeb.web.unc.edu/",703517799,"http://jloeb.web.unc.edu/files/2015/09/dept-pic-21.jpg",,"Psychology & Neuroscience"
"iahperson_00000191","John Roberts","A","faculty fellow",2017,"Fall 2016","http://philosophy.unc.edu/people/john-t-roberts/",706185995,"http://philosophy.unc.edu/files/2013/10/roberts.jpeg",,"Philosophy"
"iahperson_00000096","Dorothea Heitsch","A","faculty fellow",2017,"Fall 2016","http://romancestudies.unc.edu/faculty/dorothea-heitsch/",713337679,,,"Romance Studies"
"iahperson_00000357","Samuel Amago","A","faculty fellow",2017,"Spring 2017","http://romancestudies.unc.edu/faculty/sam-amago/",720056223,,"http://romancestudies.unc.edu/","Romance Studies"
"iahperson_00000118","Gabriel Trop","A","faculty fellow",2017,"Spring 2017","http://trop.web.unc.edu/",720151792,"http://trop.web.unc.edu/files/2016/02/Gabriel-Trop.jpg",,"Germanic & Slavic Langs. & Lits."
"iahperson_00000082","Deborah Gerhardt","A","faculty fellow",2017,"Spring 2017","http://www.law.unc.edu/faculty/directory/gerhardtdeborahr/",711839427,"http://static.law.unc.edu/images/image.ashx?personnelid=25&typeid=9",,"Law School"
"iahperson_00000280","Meenu Tewari","A","faculty fellow",2017,"Spring 2017","https://planning.unc.edu/people/faculty/meenutewari",707812506,"https://planning.unc.edu/people/faculty/meenutewari/photo_small",,"City and Regional Planning"
"iahperson_00000040","Cara McComish","A","faculty fellow",2017,"Spring 2017","https://www.med.unc.edu/ahs/sphs/faculty/cara-mccomish",710273541,"https://www.med.unc.edu/ahs/sphs/faculty/faculty-images/mccomish_cara.JPG/@@images/999943dd-dff5-4d70-b901-f4ba0246be63.jpeg",,"Allied Health Sceinces"
"iahperson_00000442","Carol Magee","A","faculty fellow","2019/2020","2019/2020","http://art.unc.edu/art-history/art-history-faculty/carol-magee/",,,"http://art.unc.edu/","Art"
"iahperson_00000444","Corey Johnson","A","faculty fellow","Fall 2017","Fall 2017","http://bio.unc.edu/people/faculty/johnson/",,"http://bio.unc.edu/files/2011/06/johnson-corey-200X250.jpg","http://bio.unc.edu/","Biology"
"iahperson_00000451","Matthew Taylor","A","faculty fellow","Fall 2017","Fall 2017","http://englishcomplit.unc.edu/people/taylorm",,"http://englishcomplit.unc.edu/sites/default/files/mtaylor-photo2.jpg","http://englishcomplit.unc.edu/","English & Comparative Literature"
"iahperson_00000440","Pervin Banu Gokariksel","A","faculty fellow","Fall 2017","Fall 2017","http://gokariksel.web.unc.edu/",,"http://geography.unc.edu/files/2014/06/banu.jpg","http://geography.unc.edu/","Geography"
"iahperson_00000443","Claude Clegg","A","faculty fellow","Fall 2017","Fall 2017","http://history.unc.edu/people/faculty/claude-clegg/",,"http://history.unc.edu/files/2012/06/ClaudeClegg.jpg","http://history.unc.edu/","History"
"iahperson_00000445","Elizabeth Olson","A","faculty fellow","Fall 2017","Fall 2017","http://pensamientos.web.unc.edu/",,,"http://geography.unc.edu/","Geography"
"iahperson_00000450","Marisa Escolar","A","faculty fellow","Fall 2017","Fall 2017","http://romancestudies.unc.edu/faculty/marisa-escolar/escolar-marisa/",,"http://romancestudies.unc.edu/files/2015/06/Escolar-Marisa-768x768.jpg","http://romancestudies.unc.edu/","Romance Studies"
"iahperson_00000448","Julia Haslett","A","faculty fellow","Spring 2018","Spring 2018","http://comm.unc.edu/faculty-and-staff/faculty/julia-haslett/",,"http://comm.unc.edu/files/2014/08/Julia_Haslett.jpeg","http://comm.unc.edu/","Communication"
"iahperson_00000446","Federico Luisetti","A","faculty fellow","Spring 2018","Spring 2018","http://englishcomplit.unc.edu/people/federico-luisetti",,,"http://englishcomplit.unc.edu/","English & Comparative Literature"
"iahperson_00000447","GerShun Avilez","A","faculty fellow","Spring 2018","Spring 2018","http://englishcomplit.unc.edu/people/gershun-avilez",,"http://englishcomplit.unc.edu/sites/default/files/Avilez%20Final%20Head%20Shot.jpg","http://englishcomplit.unc.edu/","English & Comparative Literature"
"iahperson_00000449","Laura Halperin","A","faculty fellow","Spring 2018","Spring 2018","http://englishcomplit.unc.edu/people/halperinl",,"http://englishcomplit.unc.edu/sites/default/files/Halperin.jpg","http://englishcomplit.unc.edu/","English & Comparative Literature"
"iahperson_00000441","Carla Merino-Rajme","A","faculty fellow","Spring 2018","Spring 2018","http://philosophy.unc.edu/people/carla-merino-rajme/",,"http://philosophy.unc.edu/files/2015/04/Merino-Rajme-Carla-Resized.jpg","http://philosophy.unc.edu/","Philosophy"
"iahperson_00000439","Ariana Vigil","A","faculty fellow","Spring 2018","Spring 2018","http://womensstudies.unc.edu/people/faculty/ariana-elizabeth-vigil/",,"http://womensstudies.unc.edu/files/2015/08/ariana.png","http://womensstudies.unc.edu/","Women's & Gender Studies"
"iahperson_00000452","Paul Friga","A","faculty fellow","Spring 2018","Spring 2018","http://www.kenan-flagler.unc.edu/faculty/directory/strategy-and-entrepreneurship/paul-friga",,"http://www.kenan-flagler.unc.edu/~/media/Images/faculty/strategy-and-entrepreneurship/paul_friga_hires08.jpg?mw=150&as=0","http://www.kenan-flagler.unc.edu/","UNC Kenan-Flagler Business School"
"iahperson_00000453","T. William Lester","A","faculty fellow","Spring 2018","Spring 2018","https://planning.unc.edu/people/faculty/williamlester",,"https://planning.unc.edu/people/faculty/williamlester/photo_small","https://planning.unc.edu/","City and Regional Planning"
